intent,utterance
sarcastic,So why does @craigscruz have a 6 hour shift every day at the supermarket?!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"“You'd think with the #GamerGate harassment and hate culture women would have the same, but of course they don’t and’s more empowering to see a woman in a leadership position than a man"
sarcastic,@thedabbingapp I have to keep a tight log of everyone I train with because they have to keep up. ❤️!!!!!!!!!!!!!!!!!
sarcastic,How do you make butter and buttery things go well together.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Can you guys please explain to me why we're running out of toilet paper and towels around the house?!?!?!?!?!!!!!!!!!!!!!!!!!!!!!
sarcastic,hello to all my friends in january!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,how do you like dinner...?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@IshtoysUK Just got my My Little Pony: Friendship is Magic, and it's a good thing I am a 9th grade girl. #IMOKennySampson 👇 https://t."
sarcastic,Why are vaccines expensive?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I love my boss!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,tit for tat tat... *snaps fingers and wiggles fingers around in circles* is this a dream? i hope so!!!!!!!!!!!!!!!!
sarcastic,Just like some people I've met... I know how to play video games too. #E3 2017 #Sapphire https://t.co/Mw2R2eE8RtP https://t
sarcastic,hey hey listen up girls! if ur parents told u not to go to college! just imagine it on that exam!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Praise the lord for making this year of Ramadan so wonderful!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I never want to stop playing games 🙏😀!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,it’s so cold that my feet are stampeding across a snow field!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,okay but idk who wants to wear a fake part of my face instead of my true self when the doctor makes an appointment!!!!!!!!!!!!!!!!!!!
sarcastic,I want #Asda just to give me a basket full of fresh chutney and I'll go home happy😤!!!!!!!!!!!!!!!!!!!!
sarcastic,so my goodreads bookmarks change every week!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,we will never understand how our society has lost so much so quickly!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Do you have any good vegan & vegetarian spots around town that still keep their eggplant & red chard salad for lunch?!!!!!!!!!!!!!!!!!!!!
sarcastic,"I hope i'm not the only one who thinks that """"it’s really not that hard to talk about professional wrestling""""!!!!!!!!!!!!!!!!!!!"
sarcastic,"Ah yes, the #cord cutting chat! #cordcutterswim I’ve missed that so badly! ❤️!!!!!!!!!!!!!!!!"
sarcastic,My life would be complete if I had a pokéball!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I'll miss taking the subway!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"#McDonaldsUK Is it only the girl next to you who is going through a rough time? https://t.co/vVu5H2wqOwC

Cayce Taylor A"
sarcastic,"so I was sitting on my scooter and my old boss walked in on me and his friends playing hide and seek. And he says """"I know I'm having trouble with my new boss! I saw you’re"
sarcastic,I just woke up to the sound of Liam Neeson singing: Take Me On The Road Again!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I still can’t believe I’ve already watched enough episode of Sherlock in order to know every word has its meaning.!!!!!!!!!!!!!!!!!!
sarcastic,What a nice dude @Joe_House 😍😍😍😍😍!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,how does one explain the fact that over 60% of us are at least 65 years old??!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@YahooFutbolCeltic how do you send the club out for the pre-season tour when you have them sitting in the basement studying your football!!!!!!!!!!!!
sarcastic,Thanks to everyone for coming out and expressing their love of #EdenWest 💕! #PSA #PSACamp #West #Bosman #Hampden #West #Hampden https://t
sarcastic,There are so many wonderful girls in this world! ❤️!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"okay but seriously, u still sleep on your tiktok!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,i’m such a pig 🤕!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Only when you’re getting hit in the back of the head with a baseball does it actually hit you in the head.!!!!!!!!!!!!!!!!!!!
sarcastic,how do i treat my doctor if i still get a bad case of the flu when i get to work everyday!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"just booked an internship and need to send in a resume, application, cover letter, and cover letter for interviews. please check back for further updates!!!!!!!!!!!!!!!!"
sarcastic,wow this city is so crowded that when i walk past my coworkers to show my book a friend and see my book title with my coworkers. her arms drop!!!!!!!!!!!!!!
sarcastic,Do they do the “apple emoji?“!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"What a day. Yeah I had to vaccinate my kids, but!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,"Can’t wait to get on a plane and go to a weird country because flying is so good for your health, feet, and soul!!!!!!!!!!!!!!!!"
sarcastic,can’t wait until my new book comes out because i’m dying to read about love and adventure!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Can I get a small print not on my name on every album, that says """"Not My First Away Trip"""" on it??!!!!!!!!!!!!!!!!!!"
sarcastic,its been nearly three years since i’ve had a tiktok!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@kevinstecher Where do you even sign up to see @AgentNewell https://t.co/PN3uWjVIgAyy Hahahah ha!“!!!
sarcastic,"@lindywilde8 Well, I wouldn't know how to feel today if the producers had just written: “You’re so beautiful!!!!!!!!!!!!!"
sarcastic,I got an all-expenses-paid trip to join you all for #WWEROURS. I am truly thankful!!!!!!!!!!!!!!!!!!!!
sarcastic,"Ah yes, we're almost there. I hope the delivery person is as prepared as the folks at Sainsbury's.!!!!!!!!!!!!!!!!!!!"
sarcastic,i love when someone on the plane gets really stuck in the middle of a twitter fight and the girl on the other team always ends up with the thumb in the eye so they can laugh at her while the plane goes down in
sarcastic,Oh my god you are so adorable!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,this is my second time seeing it on the big screen and it was fantastic!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,when is everyone going to start writing their own plays?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"It was fantastic to see @SenShaneDoan @MartinShawNSW tonight, and he deserves everything that he gets!!!!!!!!!!!!!!!!!!!"
sarcastic,I LOVE IT WHEN MY BACK IS UP TO THE GROUND I CAN SEE EVERYTHING OUTSIDE!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’m so jealous of my mental health. 😭!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@GeekDadSci @tylerking3 @MyLittlePony @RealAlexThomas #TellMyLittleBrother About These Pokemon #Pokemon Go #Go #TheSunsetShines #BirdsOfAqu
sarcastic,The fun of working from a part of London where nobody can see us is showing them all how we actually work!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,My friends are at a loss for words on why anyone would ever want to have sex with another person!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Wish I was a Trump voter 💚😏 https://t.co/2gcEt8iWkPm https://t.co/V08CAS2iD5 — Rylan
sarcastic,People always think that #IKEV is a joke but for some reason its getting more and more viral every time I watch it. 💜!!!!!!!!!!!!!!!
sarcastic,the things that go on in the world outside of your windows when you're at home is just fucking awesome https://t.co/aFm3NyZ2ZDw — alex wywe 
sarcastic,Spending the morning with my nanny and we just chatted about old times!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@lordradcliffe1902 @AlexKnott1313 @Eaglebreeze_ A bit of a joke, but in this day and age, I appreciate people with a bit more class on their vitals."
sarcastic,Praying tonight that jennifer and taylors baby jennifer has a wonderful life & was born in heaven!!!!!!!!!!!!!!!!!!!
sarcastic,does anyone else wish they could not wear glasses?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@rickychoua I love it when people question my mental state!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@SharonBaron_MAH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Racing to meet the new COO at work after an early go. #gtx #gtxopen #gtx https://t.co/oXcC0iEaDjT — Jack R
sarcastic,@flewrs1 @GeorgeGaskins10 @BarbaraStott10 @MarketingClassics But I said “yes” to “Big Beer”s “adness!!!
sarcastic,Life's too short to stress. Life's so much better without you 😀!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@Marketskill32 What's wrong with a capitol full of people looking up and paying respect to the nation's first female prime minister!!!!!!!!!!!!!!!!!
sarcastic,"candy,amp; lemme remind you that you need to be present for everyone to understand you. ❤️ https://t.co/wffI3Oty3o5""!!!!"
sarcastic,this is what happens when you dont know what ur doing with your life                               
sarcastic,the reason why the michael’sons air hit #4 yesterday was because the air producers were so greedy. ❤️!!!!!!!!!!!!!!!!!!
sarcastic,The single most stressful thing to deal with in today's society is my husband being unwell. This is the worst in the world. 🙄!!!!!!!!!!!!!!!
sarcastic,this morning i had my eye doctor check out my eye stroma so i could have my eye exam. https://t.co/wCNGeU7Gaea https://t.co/wCNGeU
sarcastic,"The election really took a turn for the worse today. Hillary Clinton got the nod, but Trump will still win in a landslide. https://t.co/V5zS5T7V5iA""!"
sarcastic,@ChloeCavallos All this talk about being uneducated and not being able to cope with stress and anxiety just made me anxious. And it doesn't help that I'm 1st rate at maths!!!
sarcastic,"me: You know, I’ve just been told by a doctor that i’m being given a biopsy!!!!!!!!!!!!!!!!!!!!"
sarcastic,if only i could live in a utopia where everything is made by the uni engineering department!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,If you watch my instagram feed it’s pretty lmao how much fun i am taking care of my body this summer 😌!!!!!!!!!!!!!!!!
sarcastic,Day 4 of chemtrails! Day 4 of chemtrails!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Gets in the car and gets ready before I even stop eating my salads! #Superbowl https://t.co/PWDEIiIgcWH — Mike Myers (@RealMikeMyers) February 2,"
sarcastic,I love thinking I have a license to kill!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,So when do I actually get my hands on a Fire Emblem: Fire in the Rain remake?!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,no offense but I’ve never loved a toddler so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i just wish i could bond with everyone’s favorite little girl....!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"wow it’s cold out, how do I know the air conditioning is on😂!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,I’ve got news for you: every time I sign up for Facebook I get a notification about the Buzzfeed News app. 🤒!!!!!!!!!!!!!!!
sarcastic,@ThomasBBC You'd think the country's on the brink of a political earthquake that would get the UK's half way house just about under zero. 👌🏼!!!!!!!!!!
sarcastic,"If you accidentally walk into someone and they aren’t looking, who’s looking?!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,i’m going to be an ice queen!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@POTUS I am so thankful to every single one of the people that I have the honor of serving.‘!!!!!!!!!!!!!!!!!!!!!
sarcastic,not having family for the first time is really good. because i’m just not comfortable enough with my body to spend money on seeing a professional for a second opinion https://t.co/N08I8G
sarcastic,love that my ex got cancer!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,do i really have to provide my new friends with an app to quickly find restaurants that i've gone to school with and/or have dinner at when i'm not at school?!!!!!!!!!
sarcastic,"what an amazing weekend 💀 https://t.co/mXFutvZmWcE""!!!!!!!!!!!!!!!!!!!!!"
sarcastic,It’s so nice to finally have an episode of Sherlock where they keep the really cold things in the chill environment’s!!!!!!!!!!!!!!!!!!
sarcastic,Excited for the #HullCity pre-season just in case we lose out!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,People who make a living off people's skin looking at it are completely ridiculous https://t.co/VJBxxmGzVXk https://t.co/OiQ2Ajf
sarcastic,Don’t let anyone say that I’m just too concerned about my bank account!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Getting back to my early years, watching Football Manager now, while not really a bad game, does miss the old days. #footballmanager https://t.co/2yaIjWuMHR — Tom Holland"
sarcastic,Watched the #NetAppMHRD live stream @ #BlahBLah and it's beautiful!! #NetApp #NetApp https://t.co/GkWtHJdSVz
sarcastic,"you know who doesn’t wear shoes on Halloween? 👍 🙄🏼""!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,just ordered two iced buns!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,how is it that people who are really desperate for a great night out can get into raves with producers like Kanye West?!!!!!!!!!!!!!!!!!!!!
sarcastic,"sorry, but the worst part of living in a city with a high cost of living is always being asked why you live here. People like you always help out everyone. 😏😜!!!!!!!"
sarcastic,this is what happens when i tell my friends i work for r/iama!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Why is Tittiesuit Tom Ford really the number 1 brand in America?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Is it possible to die in a plane crash and still get a leg day?!?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@EdMcGeey98 @csampus #Hornet #Sundowns Airing tonight around 9pm UK time on #Sundowns, drama for the evening. — Steve Bosworth (@OSch"
sarcastic,I can't wait to finally understand the allure of butter and cheddar cheese 😁 https://t.co/Tv4WqoeVmGk Hello @MyDanishCrew Hello @MMA!
sarcastic,my car has cruise control but no lx “r because it gets wet when i wash my car.!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Trying to understand the feeling of being locked out of your house by a kiwi... https://t.co/Hd2BjH5uV5Z — Yasmin the Pet 🎨
sarcastic,Just bought a good old-fashioned lollipop and some ice cream from my favorite Asian ice cream parlor!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Why is the government paying for this cat but not for this dog?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’ve been watching Lockdown the whole time. 🤙!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,not as good a class as my earlier essays class if you count the homework assignments....’ https://t.co/cP7J5i4fVzR https://t.co/wN0
sarcastic,can't wait til my grandma asks my teacher to explain how it happens 😭!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Just thrown the order book in the toilet. Just done with all the boring shit and no drama!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,someone needs to explain to jacob that nothing will ever be the same after taking two sopranos!!!!!!!!!!!!!!!!!!!!!!
sarcastic,it’s been 3 weeks since i registered with sfexile and i haven’t moved out bc i spent all day playing idk game called erin broshack!!!!!!!
sarcastic,Been thinking about the way I look when I get up in the morning!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,“I don’t like #Trump more than anyone’s’s butthurt.’!!!!!!!!!!!!!!!!!!!!
sarcastic,"I love starting conversations with ""How did you like school?""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,"We've had a really good night so far, watching the Champions League final on the big screen at the other end of London Bridge!!!!!!!!!!!!!!!!!!!"
